,State,County,Date,PM2.5,CO,NO2,Ozone,SO2,total_confirmed_cases,Deaths,Recovered,Active
168,Connecticut,New London,Apr 20,6.300000190734863,,,0.04399999976158142,,356,13,0,343
169,Connecticut,New London,Apr 21,6.599999904632568,,,0.04699999839067459,,369,13,0,356
170,Connecticut,New London,Apr 22,4.099999904632568,,,0.04399999976158142,,397,14,0,383
171,Connecticut,New London,Apr 23,7.300000190734863,,,0.0430000014603138,,419,17,0,402
172,Connecticut,New London,Apr 24,7.699999809265137,,,0.04100000113248825,,448,23,0,425
173,Connecticut,New London,Apr 25,7.800000190734863,,,0.050999999046325684,,473,28,0,445
174,Connecticut,New London,Apr 26,4.5,,,0.04699999839067459,,498,31,0,467
175,Delaware,Kent,Mar 23,5.0,,,0.04100000113248825,,6,0,0,0
176,Delaware,Kent,Mar 24,7.699999809265137,,,0.039000000804662704,,10,0,0,0
177,Delaware,Kent,Mar 25,5.199999809265137,,,0.041999999433755875,,14,0,0,0
178,Delaware,Kent,Mar 26,8.800000190734863,,,,,17,0,0,0
179,Delaware,Kent,Mar 27,9.399999618530273,,,0.03999999910593033,,21,0,0,0
180,Delaware,Kent,Mar 28,8.199999809265137,,,0.04600000008940697,,25,2,0,0
181,Delaware,Kent,Mar 29,7.800000190734863,,,0.03200000151991844,,25,3,0,0
182,Delaware,Kent,Mar 30,7.699999809265137,,,0.04100000113248825,,27,3,0,0
183,Delaware,Kent,Mar 31,5.900000095367432,,,0.041999999433755875,,34,3,0,0
184,Delaware,Kent,Apr 1,6.5,,,0.04500000178813934,,41,3,0,0
185,Delaware,Kent,Apr 2,4.199999809265137,,,0.04699999839067459,,43,2,0,0
186,Delaware,Kent,Apr 3,3.0,,,0.041999999433755875,,54,2,0,0
187,Delaware,Kent,Apr 4,3.5999999046325684,,,0.035999998450279236,,68,2,0,0
188,Delaware,Kent,Apr 5,6.400000095367432,,,0.03999999910593033,,86,2,0,0
189,Delaware,Kent,Apr 6,6.5,,,0.04800000041723251,,128,3,0,0
190,Delaware,Kent,Apr 7,13.399999618530273,,,0.0430000014603138,,147,4,0,0
191,Delaware,Kent,Apr 8,9.0,,,0.05000000074505806,,201,4,0,0
192,Delaware,Kent,Apr 9,8.0,,,0.04899999871850014,,214,4,0,0
193,Delaware,Kent,Apr 10,4.5,,,0.041999999433755875,,230,4,0,0
