,State,County,PM2.5,Date,total_confirmed_cases,Deaths,Recovered,Active
441,Massachusetts,Worcester,6.9,Apr 1,563,9,0,0
442,Massachusetts,Worcester,2.8,Apr 2,667,13,0,0
443,Massachusetts,Worcester,3.2,Apr 3,825,14,0,0
444,Massachusetts,Worcester,6.7,Apr 4,915,17,0,0
445,Massachusetts,Worcester,10.2,Apr 5,978,17,0,0
446,Massachusetts,Worcester,5.7,Apr 6,1077,18,0,0
447,Massachusetts,Worcester,7.2,Apr 7,1172,23,0,0
448,Massachusetts,Worcester,7.9,Apr 8,1296,29,0,0
449,Massachusetts,Worcester,7.0,Apr 9,1461,29,0,0
450,Maryland,Baltimore,2.3,Mar 23,35,1,0,0
451,Maryland,Baltimore,4.2,Mar 24,42,1,0,0
452,Maryland,Baltimore,5.0,Mar 25,51,1,0,0
453,Maryland,Baltimore,8.2,Mar 26,81,1,0,0
454,Maryland,Baltimore,6.8,Mar 27,103,1,0,0
455,Maryland,Baltimore,6.0,Mar 28,141,1,0,0
456,Maryland,Baltimore,5.1,Mar 29,162,1,0,0
457,Maryland,Baltimore,5.2,Mar 30,186,1,0,0
458,Maryland,Baltimore,3.0,Mar 31,227,1,0,0
459,Maryland,Baltimore,4.8,Apr 1,289,1,0,0
460,Maryland,Baltimore,1.9,Apr 2,353,3,0,0
461,Maryland,Baltimore,1.3,Apr 3,427,3,0,0
462,Maryland,Baltimore,2.6,Apr 4,491,4,0,0
463,Maryland,Baltimore,5.0,Apr 5,590,6,0,0
464,Maryland,Baltimore,5.2,Apr 6,648,11,0,0
465,Maryland,Baltimore,13.4,Apr 7,652,11,0,0
466,Maryland,Baltimore,6.6,Apr 8,866,13,0,0
467,Maryland,Baltimore,7.5,Apr 9,979,16,0,0
468,Maryland,Cecil,1.5,Mar 23,1,0,0,0
469,Maryland,Cecil,4.6,Mar 24,3,0,0,0
470,Maryland,Cecil,2.7,Mar 25,4,0,0,0
471,Maryland,Cecil,6.0,Mar 26,4,0,0,0
472,Maryland,Cecil,6.9,Mar 27,9,0,0,0
473,Maryland,Cecil,6.5,Mar 28,13,0,0,0
474,Maryland,Cecil,4.5,Mar 29,13,0,0,0
475,Maryland,Cecil,3.3,Mar 30,13,0,0,0
476,Maryland,Cecil,1.1,Mar 31,14,0,0,0
477,Maryland,Cecil,4.7,Apr 1,16,0,0,0
478,Maryland,Cecil,2.7,Apr 2,20,1,0,0
479,Maryland,Cecil,2.4,Apr 3,25,1,0,0
480,Maryland,Cecil,4.2,Apr 4,33,1,0,0
481,Maryland,Cecil,5.9,Apr 5,36,1,0,0
482,Maryland,Cecil,3.7,Apr 6,37,1,0,0
483,Maryland,Cecil,9.4,Apr 7,41,1,0,0
484,Maryland,Cecil,5.1,Apr 8,49,1,0,0
485,Maryland,Cecil,6.8,Apr 9,54,1,0,0
486,Maryland,Dorchester,2.5,Mar 23,0,0,0,0
487,Maryland,Dorchester,2.2,Mar 24,0,0,0,0
488,Maryland,Dorchester,2.6,Mar 25,0,0,0,0
489,Maryland,Dorchester,4.6,Mar 26,0,0,0,0
490,Maryland,Dorchester,4.9,Mar 27,0,0,0,0
491,Maryland,Dorchester,4.8,Mar 28,0,0,0,0
492,Maryland,Dorchester,4.4,Mar 29,0,0,0,0
493,Maryland,Dorchester,4.3,Mar 30,0,0,0,0
494,Maryland,Dorchester,3.5,Mar 31,0,0,0,0
495,Maryland,Dorchester,4.2,Apr 1,1,0,0,0
496,Maryland,Dorchester,2.3,Apr 2,1,0,0,0
497,Maryland,Dorchester,1.4,Apr 3,1,0,0,0
498,Maryland,Dorchester,2.4,Apr 4,1,0,0,0
499,Maryland,Dorchester,3.0,Apr 5,1,0,0,0
500,Maryland,Dorchester,4.3,Apr 6,1,0,0,0
501,Maryland,Dorchester,7.8,Apr 7,3,0,0,0
502,Maryland,Dorchester,5.8,Apr 8,4,0,0,0
503,Maryland,Dorchester,3.3,Apr 9,7,0,0,0
504,Maryland,Garrett,2.0,Mar 23,3,0,0,0
505,Maryland,Garrett,5.5,Mar 24,3,0,0,0
506,Maryland,Garrett,3.4,Mar 25,3,0,0,0
507,Maryland,Garrett,3.7,Mar 26,3,0,0,0
508,Maryland,Garrett,4.8,Mar 27,3,0,0,0
509,Maryland,Garrett,6.0,Mar 28,3,0,0,0
510,Maryland,Garrett,3.4,Mar 29,3,0,0,0
511,Maryland,Garrett,1.9,Mar 30,3,0,0,0
512,Maryland,Garrett,2.7,Mar 31,3,0,0,0
513,Maryland,Garrett,2.0,Apr 1,3,0,0,0
514,Maryland,Garrett,2.6,Apr 2,3,0,0,0
515,Maryland,Garrett,2.7,Apr 3,3,0,0,0
516,Maryland,Garrett,3.8,Apr 4,3,0,0,0
517,Maryland,Garrett,7.9,Apr 5,3,0,0,0
518,Maryland,Garrett,4.3,Apr 6,3,0,0,0
519,Maryland,Garrett,4.1,Apr 7,3,0,0,0
520,Maryland,Garrett,4.6,Apr 8,5,0,0,0
521,Maryland,Garrett,3.4,Apr 9,5,0,0,0
522,Maryland,Harford,2.5,Mar 23,5,0,0,0
523,Maryland,Harford,3.8,Mar 24,5,0,0,0
524,Maryland,Harford,3.9,Mar 25,5,0,0,0
525,Maryland,Harford,6.5,Mar 26,9,0,0,0
526,Maryland,Harford,5.7,Mar 27,18,0,0,0
527,Maryland,Harford,5.8,Mar 28,21,0,0,0
528,Maryland,Harford,5.1,Mar 29,23,0,0,0
529,Maryland,Harford,3.3,Mar 30,24,0,0,0
530,Maryland,Harford,1.7,Mar 31,25,0,0,0
531,Maryland,Harford,3.9,Apr 1,34,0,0,0
532,Maryland,Harford,1.7,Apr 2,37,0,0,0
533,Maryland,Harford,0.3,Apr 3,41,0,0,0
534,Maryland,Harford,1.6,Apr 4,44,0,0,0
535,Maryland,Harford,2.9,Apr 5,52,0,0,0
536,Maryland,Harford,4.5,Apr 6,55,0,0,0
537,Maryland,Harford,8.1,Apr 7,59,0,0,0
538,Maryland,Harford,4.7,Apr 8,86,0,0,0
539,Maryland,Harford,5.5,Apr 9,101,0,0,0
540,Maryland,Howard,2.5,Mar 23,26,0,0,0
541,Maryland,Howard,3.7,Mar 24,30,0,0,0
542,Maryland,Howard,4.5,Mar 25,35,0,0,0
543,Maryland,Howard,6.9,Mar 26,49,0,0,0
544,Maryland,Howard,5.9,Mar 27,62,0,0,0
545,Maryland,Howard,8.0,Mar 28,73,0,0,0
546,Maryland,Howard,6.9,Mar 29,81,0,0,0
547,Maryland,Howard,5.2,Mar 30,96,1,0,0
548,Maryland,Howard,3.2,Mar 31,117,2,0,0
549,Maryland,Howard,5.1,Apr 1,142,2,0,0
550,Maryland,Howard,2.3,Apr 2,152,2,0,0
551,Maryland,Howard,1.2,Apr 3,166,2,0,0
552,Maryland,Howard,1.5,Apr 4,180,3,0,0
553,Maryland,Howard,4.9,Apr 5,199,3,0,0
554,Maryland,Howard,5.0,Apr 6,214,3,0,0
555,Maryland,Howard,8.7,Apr 7,236,3,0,0
556,Maryland,Howard,4.8,Apr 8,274,3,0,0
557,Maryland,Howard,7.5,Apr 9,299,5,0,0
558,Maryland,Kent,1.5,Mar 23,0,0,0,0
559,Maryland,Kent,3.9,Mar 24,0,0,0,0
560,Maryland,Kent,2.5,Mar 25,1,0,0,0
561,Maryland,Kent,,Mar 26,1,0,0,0
562,Maryland,Kent,,Mar 27,2,0,0,0
563,Maryland,Kent,5.6,Mar 28,2,0,0,0
564,Maryland,Kent,5.8,Mar 29,3,0,0,0
565,Maryland,Kent,4.1,Mar 30,3,0,0,0
566,Maryland,Kent,2.8,Mar 31,3,0,0,0
567,Maryland,Kent,5.1,Apr 1,3,0,0,0
568,Maryland,Kent,4.0,Apr 2,5,0,0,0
569,Maryland,Kent,2.5,Apr 3,5,0,0,0
570,Maryland,Kent,3.2,Apr 4,5,0,0,0
571,Maryland,Kent,4.0,Apr 5,5,0,0,0
572,Maryland,Kent,5.6,Apr 6,5,0,0,0
573,Maryland,Kent,8.0,Apr 7,8,0,0,0
574,Maryland,Kent,6.4,Apr 8,9,0,0,0
575,Maryland,Kent,6.2,Apr 9,9,0,0,0
576,Maryland,Montgomery,1.8,Mar 23,94,1,0,0
577,Maryland,Montgomery,3.0,Mar 24,107,1,0,0
578,Maryland,Montgomery,3.5,Mar 25,127,1,0,0
579,Maryland,Montgomery,5.6,Mar 26,164,1,0,0
580,Maryland,Montgomery,4.7,Mar 27,208,1,0,0
581,Maryland,Montgomery,5.4,Mar 28,255,1,0,0
582,Maryland,Montgomery,4.6,Mar 29,301,1,0,0
583,Maryland,Montgomery,3.5,Mar 30,341,1,0,0
584,Maryland,Montgomery,2.5,Mar 31,388,1,0,0
585,Maryland,Montgomery,3.2,Apr 1,447,1,0,0
586,Maryland,Montgomery,2.4,Apr 2,498,6,0,0
587,Maryland,Montgomery,1.0,Apr 3,566,9,0,0
588,Maryland,Montgomery,1.5,Apr 4,640,9,0,0
589,Maryland,Montgomery,4.4,Apr 5,693,13,0,0
590,Maryland,Montgomery,,Apr 6,793,19,0,0
591,Maryland,Montgomery,,Apr 7,871,21,0,0
592,Maryland,Montgomery,3.3,Apr 8,1088,26,0,0
593,Maryland,Montgomery,6.1,Apr 9,1214,30,0,0
594,Maryland,Prince George's,1.1,Mar 23,47,1,0,0
595,Maryland,Prince George's,2.6,Mar 24,63,2,0,0
596,Maryland,Prince George's,2.0,Mar 25,76,2,0,0
597,Maryland,Prince George's,5.2,Mar 26,101,2,0,0
598,Maryland,Prince George's,4.0,Mar 27,148,2,0,0
599,Maryland,Prince George's,5.2,Mar 28,196,2,0,0
600,Maryland,Prince George's,5.0,Mar 29,247,3,0,0
601,Maryland,Prince George's,2.8,Mar 30,294,6,0,0
602,Maryland,Prince George's,1.9,Mar 31,341,7,0,0
603,Maryland,Prince George's,3.1,Apr 1,403,7,0,0
604,Maryland,Prince George's,2.6,Apr 2,473,9,0,0
605,Maryland,Prince George's,0.8,Apr 3,563,9,0,0
606,Maryland,Prince George's,1.2,Apr 4,653,13,0,0
607,Maryland,Prince George's,3.5,Apr 5,785,16,0,0
608,Maryland,Prince George's,3.9,Apr 6,916,23,0,0
609,Maryland,Prince George's,6.1,Apr 7,1020,26,0,0
610,Maryland,Prince George's,3.7,Apr 8,1310,32,0,0
611,Maryland,Prince George's,5.2,Apr 9,1476,34,0,0
612,Maryland,Washington,4.4,Mar 23,2,0,0,0
613,Maryland,Washington,5.6,Mar 24,2,0,0,0
614,Maryland,Washington,5.0,Mar 25,4,0,0,0
615,Maryland,Washington,7.2,Mar 26,4,0,0,0
616,Maryland,Washington,7.0,Mar 27,5,0,0,0
617,Maryland,Washington,7.2,Mar 28,6,0,0,0
618,Maryland,Washington,8.0,Mar 29,6,0,0,0
619,Maryland,Washington,3.4,Mar 30,7,0,0,0
620,Maryland,Washington,2.4,Mar 31,11,0,0,0
621,Maryland,Washington,5.4,Apr 1,15,0,0,0
622,Maryland,Washington,3.5,Apr 2,17,0,0,0
623,Maryland,Washington,2.1,Apr 3,27,0,0,0
624,Maryland,Washington,4.1,Apr 4,29,0,0,0
625,Maryland,Washington,8.5,Apr 5,34,0,0,0
626,Maryland,Washington,6.2,Apr 6,37,0,0,0
627,Maryland,Washington,7.9,Apr 7,44,0,0,0
628,Maryland,Washington,4.0,Apr 8,57,0,0,0
629,Maryland,Washington,,Apr 9,60,0,0,0
630,Maryland,Baltimore (City),1.0,Mar 23,0,0,0,0
631,Maryland,Baltimore (City),3.3,Mar 24,0,0,0,0
632,Maryland,Baltimore (City),3.2,Mar 25,0,0,0,0
633,Maryland,Baltimore (City),7.2,Mar 26,0,0,0,0
634,Maryland,Baltimore (City),8.1,Mar 27,0,0,0,0
635,Maryland,Baltimore (City),7.2,Mar 28,0,0,0,0
636,Maryland,Baltimore (City),5.8,Mar 29,0,0,0,0
637,Maryland,Baltimore (City),3.7,Mar 30,0,0,0,0
638,Maryland,Baltimore (City),2.0,Mar 31,0,0,0,0
639,Maryland,Baltimore (City),4.0,Apr 1,0,0,0,0
640,Maryland,Baltimore (City),1.9,Apr 2,0,0,0,0
641,Maryland,Baltimore (City),1.2,Apr 3,0,0,0,0
642,Maryland,Baltimore (City),2.7,Apr 4,0,0,0,0
643,Maryland,Baltimore (City),3.7,Apr 5,0,0,0,0
644,Maryland,Baltimore (City),5.4,Apr 6,0,0,0,0
645,Maryland,Baltimore (City),8.4,Apr 7,0,0,0,0
646,Maryland,Baltimore (City),4.7,Apr 8,0,0,0,0
647,Maryland,Baltimore (City),6.7,Apr 9,0,0,0,0
648,New Hampshire,Cheshire,2.6,Mar 23,1,0,0,0
649,New Hampshire,Cheshire,4.1,Mar 24,1,0,0,0
650,New Hampshire,Cheshire,7.5,Mar 25,1,0,0,0
651,New Hampshire,Cheshire,6.5,Mar 26,1,0,0,0
652,New Hampshire,Cheshire,3.0,Mar 27,2,0,0,0
653,New Hampshire,Cheshire,7.2,Mar 28,2,0,0,0
654,New Hampshire,Cheshire,2.5,Mar 29,2,0,0,0
655,New Hampshire,Cheshire,0.9,Mar 30,3,0,0,0
656,New Hampshire,Cheshire,4.2,Mar 31,4,0,0,0
657,New Hampshire,Cheshire,3.7,Apr 1,4,0,0,0
658,New Hampshire,Cheshire,0.5,Apr 2,8,0,0,0
659,New Hampshire,Cheshire,0.5,Apr 3,8,0,0,0
660,New Hampshire,Cheshire,1.8,Apr 4,9,0,0,0
661,New Hampshire,Cheshire,6.7,Apr 5,10,0,0,0
662,New Hampshire,Cheshire,3.5,Apr 6,13,0,0,0
663,New Hampshire,Cheshire,4.4,Apr 7,13,0,0,0
664,New Hampshire,Cheshire,2.7,Apr 8,13,0,0,0
665,New Hampshire,Cheshire,4.4,Apr 9,14,0,0,0
666,New Hampshire,Grafton,4.4,Mar 23,15,0,0,0
667,New Hampshire,Grafton,2.2,Mar 24,20,0,0,0
668,New Hampshire,Grafton,6.4,Mar 25,21,0,0,0
669,New Hampshire,Grafton,6.6,Mar 26,22,0,0,0
670,New Hampshire,Grafton,3.2,Mar 27,23,0,0,0
671,New Hampshire,Grafton,3.7,Mar 28,26,0,0,0
672,New Hampshire,Grafton,3.0,Mar 29,28,0,0,0
673,New Hampshire,Grafton,0.9,Mar 30,29,0,0,0
674,New Hampshire,Grafton,3.0,Mar 31,34,0,0,0
675,New Hampshire,Grafton,2.6,Apr 1,34,0,0,0
676,New Hampshire,Grafton,0.3,Apr 2,38,0,0,0
677,New Hampshire,Grafton,1.1,Apr 3,38,0,0,0
678,New Hampshire,Grafton,1.0,Apr 4,38,0,0,0
679,New Hampshire,Grafton,3.6,Apr 5,41,0,0,0
680,New Hampshire,Grafton,2.2,Apr 6,41,0,0,0
681,New Hampshire,Grafton,3.3,Apr 7,41,0,0,0
682,New Hampshire,Grafton,3.0,Apr 8,41,0,0,0
683,New Hampshire,Grafton,2.1,Apr 9,43,0,0,0
684,New Hampshire,Hillsborough,2.2,Mar 23,16,1,0,0
685,New Hampshire,Hillsborough,1.9,Mar 24,19,1,0,0
686,New Hampshire,Hillsborough,4.0,Mar 25,20,1,0,0
687,New Hampshire,Hillsborough,2.9,Mar 26,30,1,0,0
688,New Hampshire,Hillsborough,2.7,Mar 27,31,1,0,0
689,New Hampshire,Hillsborough,2.8,Mar 28,43,2,0,0
690,New Hampshire,Hillsborough,0.2,Mar 29,53,2,0,0
691,New Hampshire,Hillsborough,0.3,Mar 30,69,2,0,0
692,New Hampshire,Hillsborough,2.1,Mar 31,99,2,0,0
693,New Hampshire,Hillsborough,1.6,Apr 1,99,2,0,0
694,New Hampshire,Hillsborough,0.3,Apr 2,0,0,0,0
695,New Hampshire,Hillsborough,0.4,Apr 3,163,2,0,0
696,New Hampshire,Hillsborough,0.5,Apr 4,194,2,0,0
697,New Hampshire,Hillsborough,5.7,Apr 5,231,2,0,0
698,New Hampshire,Hillsborough,0.9,Apr 6,272,2,0,0
699,New Hampshire,Hillsborough,2.2,Apr 7,272,2,0,0
700,New Hampshire,Hillsborough,2.3,Apr 8,288,2,0,0
701,New Hampshire,Hillsborough,1.5,Apr 9,303,2,0,0
702,New Hampshire,Rockingham,5.75,Mar 23,28,0,0,0
703,New Hampshire,Rockingham,3.3,Mar 24,38,0,0,0
704,New Hampshire,Rockingham,5.9,Mar 25,42,0,0,0
705,New Hampshire,Rockingham,6.05,Mar 26,56,0,0,0
706,New Hampshire,Rockingham,4.85,Mar 27,67,0,0,0
707,New Hampshire,Rockingham,6.3,Mar 28,75,0,0,0
708,New Hampshire,Rockingham,5.8,Mar 29,86,0,0,0
709,New Hampshire,Rockingham,3.4,Mar 30,100,1,0,0
710,New Hampshire,Rockingham,4.9,Mar 31,137,1,0,0
711,New Hampshire,Rockingham,3.5,Apr 1,137,1,0,0
712,New Hampshire,Rockingham,3.65,Apr 2,170,1,0,0
713,New Hampshire,Rockingham,1.55,Apr 3,170,1,0,0
714,New Hampshire,Rockingham,5.05,Apr 4,190,1,0,0
715,New Hampshire,Rockingham,8.95,Apr 5,213,1,0,0
716,New Hampshire,Rockingham,4.2,Apr 6,246,1,0,0
717,New Hampshire,Rockingham,5.6,Apr 7,246,1,0,0
718,New Hampshire,Rockingham,6.35,Apr 8,255,1,0,0
719,New Hampshire,Rockingham,6.55,Apr 9,268,1,0,0
720,New Jersey,Atlantic,4.6,Mar 23,6,0,0,0
721,New Jersey,Atlantic,3.3,Mar 24,6,0,0,0
722,New Jersey,Atlantic,5.1,Mar 25,12,0,0,0
723,New Jersey,Atlantic,5.0,Mar 26,10,0,0,0
724,New Jersey,Atlantic,7.2,Mar 27,14,0,0,0
725,New Jersey,Atlantic,4.1,Mar 28,17,0,0,0
726,New Jersey,Atlantic,3.1,Mar 29,24,0,0,0
727,New Jersey,Atlantic,5.4,Mar 30,29,0,0,0
728,New Jersey,Atlantic,3.2,Mar 31,31,0,0,0
729,New Jersey,Atlantic,4.8,Apr 1,40,0,0,0
730,New Jersey,Atlantic,2.5,Apr 2,50,1,0,0
731,New Jersey,Atlantic,2.7,Apr 3,72,1,0,0
732,New Jersey,Atlantic,4.6,Apr 4,98,1,0,0
733,New Jersey,Atlantic,4.3,Apr 5,121,1,0,0
734,New Jersey,Atlantic,5.8,Apr 6,132,1,0,0
735,New Jersey,Atlantic,7.5,Apr 7,144,4,0,0
736,New Jersey,Atlantic,9.8,Apr 8,168,4,0,0
737,New Jersey,Atlantic,6.5,Apr 9,191,4,0,0
738,New Jersey,Bergen,4.6,Mar 23,609,6,0,0
739,New Jersey,Bergen,6.0,Mar 24,701,6,0,0
740,New Jersey,Bergen,5.9,Mar 25,819,6,0,0
741,New Jersey,Bergen,,Mar 26,1206,6,0,0
742,New Jersey,Bergen,,Mar 27,1505,6,0,0
743,New Jersey,Bergen,,Mar 28,1838,13,0,0
744,New Jersey,Bergen,,Mar 29,2169,23,0,0
745,New Jersey,Bergen,,Mar 30,2482,23,0,0
746,New Jersey,Bergen,,Mar 31,2909,4,0,0
747,New Jersey,Bergen,,Apr 1,3494,75,0,0
748,New Jersey,Bergen,,Apr 2,4099,120,0,0
749,New Jersey,Bergen,,Apr 3,4866,132,0,0
750,New Jersey,Bergen,,Apr 4,5760,179,0,0
751,New Jersey,Bergen,,Apr 5,6187,189,0,0
752,New Jersey,Bergen,,Apr 6,6862,200,0,0
753,New Jersey,Bergen,,Apr 7,7533,263,0,0
754,New Jersey,Bergen,,Apr 8,7874,314,0,0
755,New Jersey,Bergen,,Apr 9,8343,345,0,0
756,New Jersey,Camden,,Mar 23,33,1,0,0
757,New Jersey,Camden,5.4,Mar 24,51,1,0,0
758,New Jersey,Camden,5.2,Mar 25,61,1,0,0
759,New Jersey,Camden,7.6,Mar 26,73,1,0,0
760,New Jersey,Camden,6.6,Mar 27,95,1,0,0
761,New Jersey,Camden,6.9,Mar 28,123,1,0,0
762,New Jersey,Camden,3.7,Mar 29,163,1,0,0
763,New Jersey,Camden,6.2,Mar 30,200,1,0,0
764,New Jersey,Camden,6.4,Mar 31,228,3,0,0
765,New Jersey,Camden,4.0,Apr 1,289,3,0,0
766,New Jersey,Camden,3.5,Apr 2,343,6,0,0
767,New Jersey,Camden,3.7,Apr 3,406,7,0,0
768,New Jersey,Camden,2.8,Apr 4,481,8,0,0
769,New Jersey,Camden,7.5,Apr 5,556,8,0,0
770,New Jersey,Camden,5.2,Apr 6,645,8,0,0
771,New Jersey,Camden,8.3,Apr 7,736,12,0,0
772,New Jersey,Camden,5.7,Apr 8,838,22,0,0
773,New Jersey,Camden,,Apr 9,990,23,0,0
774,New Jersey,Cumberland,,Mar 23,1,0,0,0
775,New Jersey,Cumberland,10.5,Mar 24,2,0,0,0
776,New Jersey,Cumberland,4.2,Mar 25,3,0,0,0
777,New Jersey,Cumberland,8.9,Mar 26,4,0,0,0
778,New Jersey,Cumberland,6.4,Mar 27,9,0,0,0
779,New Jersey,Cumberland,,Mar 28,11,0,0,0
780,New Jersey,Cumberland,4.5,Mar 29,11,0,0,0
781,New Jersey,Cumberland,7.7,Mar 30,12,1,0,0
782,New Jersey,Cumberland,4.7,Mar 31,18,1,0,0
783,New Jersey,Cumberland,5.8,Apr 1,27,1,0,0
784,New Jersey,Cumberland,3.7,Apr 2,31,1,0,0
785,New Jersey,Cumberland,,Apr 3,36,1,0,0
786,New Jersey,Cumberland,,Apr 4,40,2,0,0
787,New Jersey,Cumberland,2.1,Apr 5,54,2,0,0
788,New Jersey,Cumberland,7.9,Apr 6,64,2,0,0
789,New Jersey,Cumberland,6.3,Apr 7,71,2,0,0
790,New Jersey,Cumberland,7.1,Apr 8,80,2,0,0
791,New Jersey,Cumberland,7.9,Apr 9,111,3,0,0
792,New Jersey,Essex,1.6,Mar 23,273,4,0,0
793,New Jersey,Essex,4.0,Mar 24,342,4,0,0
794,New Jersey,Essex,5.1,Mar 25,381,4,0,0
795,New Jersey,Essex,7.5,Mar 26,609,4,0,0
796,New Jersey,Essex,6.4,Mar 27,826,4,0,0
797,New Jersey,Essex,4.7,Mar 28,1086,7,0,0
798,New Jersey,Essex,2.9,Mar 29,1227,13,0,0
799,New Jersey,Essex,10.3,Mar 30,1564,13,0,0
800,New Jersey,Essex,4.9,Mar 31,1900,4,0,0
801,New Jersey,Essex,6.5,Apr 1,2262,69,0,0
802,New Jersey,Essex,2.7,Apr 2,2617,99,0,0
803,New Jersey,Essex,2.4,Apr 3,3067,118,0,0
804,New Jersey,Essex,4.5,Apr 4,3584,155,0,0
805,New Jersey,Essex,10.8,Apr 5,4082,172,0,0
806,New Jersey,Essex,8.5,Apr 6,4493,186,0,0
807,New Jersey,Essex,5.0,Apr 7,5078,232,0,0
808,New Jersey,Essex,9.1,Apr 8,5598,276,0,0
809,New Jersey,Essex,4.8,Apr 9,6069,321,0,0
810,New Jersey,Hudson,3.4,Mar 23,190,1,0,0
811,New Jersey,Hudson,5.0,Mar 24,234,1,0,0
812,New Jersey,Hudson,7.4,Mar 25,260,1,0,0
813,New Jersey,Hudson,8.2,Mar 26,441,1,0,0
814,New Jersey,Hudson,6.9,Mar 27,594,2,0,0
815,New Jersey,Hudson,6.6,Mar 28,771,4,0,0
816,New Jersey,Hudson,3.4,Mar 29,974,6,0,0
817,New Jersey,Hudson,10.0,Mar 30,1314,7,0,0
818,New Jersey,Hudson,5.5,Mar 31,1606,2,0,0
819,New Jersey,Hudson,5.5,Apr 1,1910,29,0,0
820,New Jersey,Hudson,2.5,Apr 2,2270,44,0,0
821,New Jersey,Hudson,2.3,Apr 3,2835,59,0,0
822,New Jersey,Hudson,3.1,Apr 4,3491,78,0,0
823,New Jersey,Hudson,12.5,Apr 5,3924,87,0,0
824,New Jersey,Hudson,7.5,Apr 6,4395,92,0,0
825,New Jersey,Hudson,5.7,Apr 7,4949,103,0,0
826,New Jersey,Hudson,10.6,Apr 8,5437,122,0,0
827,New Jersey,Hudson,6.0,Apr 9,5879,132,0,0
828,New Jersey,Hunterdon,2.3,Mar 23,18,0,0,0
829,New Jersey,Hunterdon,3.2,Mar 24,25,0,0,0
830,New Jersey,Hunterdon,5.0,Mar 25,25,0,0,0
831,New Jersey,Hunterdon,7.5,Mar 26,39,0,0,0
832,New Jersey,Hunterdon,6.5,Mar 27,52,0,0,0
833,New Jersey,Hunterdon,7.2,Mar 28,61,0,0,0
834,New Jersey,Hunterdon,2.0,Mar 29,66,0,0,0
835,New Jersey,Hunterdon,6.2,Mar 30,79,0,0,0
836,New Jersey,Hunterdon,5.1,Mar 31,97,0,0,0
837,New Jersey,Hunterdon,4.9,Apr 1,117,0,0,0
838,New Jersey,Hunterdon,2.1,Apr 2,130,0,0,0
839,New Jersey,Hunterdon,2.4,Apr 3,148,0,0,0
840,New Jersey,Hunterdon,4.2,Apr 4,171,1,0,0
841,New Jersey,Hunterdon,10.7,Apr 5,189,2,0,0
842,New Jersey,Hunterdon,5.7,Apr 6,211,2,0,0
843,New Jersey,Hunterdon,8.4,Apr 7,234,2,0,0
844,New Jersey,Hunterdon,8.6,Apr 8,255,2,0,0
845,New Jersey,Hunterdon,5.2,Apr 9,286,4,0,0
846,New Jersey,Mercer,,Mar 23,50,0,0,0
847,New Jersey,Mercer,,Mar 24,58,0,0,0
848,New Jersey,Mercer,,Mar 25,82,0,0,0
849,New Jersey,Mercer,10.1,Mar 26,111,0,0,0
850,New Jersey,Mercer,7.5,Mar 27,131,0,0,0
851,New Jersey,Mercer,3.1,Mar 28,168,0,0,0
852,New Jersey,Mercer,2.6,Mar 29,202,0,0,0
853,New Jersey,Mercer,7.0,Mar 30,249,0,0,0
854,New Jersey,Mercer,3.4,Mar 31,268,0,0,0
855,New Jersey,Mercer,5.1,Apr 1,333,3,0,0
856,New Jersey,Mercer,3.5,Apr 2,386,4,0,0
857,New Jersey,Mercer,4.7,Apr 3,484,5,0,0
858,New Jersey,Mercer,9.8,Apr 4,586,13,0,0
859,New Jersey,Mercer,8.3,Apr 5,654,16,0,0
860,New Jersey,Mercer,18.5,Apr 6,740,19,0,0
861,New Jersey,Mercer,9.8,Apr 7,837,24,0,0
862,New Jersey,Mercer,7.8,Apr 8,992,28,0,0
863,New Jersey,Mercer,6.1,Apr 9,1161,36,0,0
864,New Jersey,Middlesex,2.6,Mar 23,210,0,0,0
865,New Jersey,Middlesex,3.4,Mar 24,277,0,0,0
866,New Jersey,Middlesex,5.5,Mar 25,316,0,0,0
867,New Jersey,Middlesex,6.1,Mar 26,505,0,0,0
868,New Jersey,Middlesex,7.0,Mar 27,640,0,0,0
869,New Jersey,Middlesex,8.8,Mar 28,808,4,0,0
870,New Jersey,Middlesex,5.5,Mar 29,938,12,0,0
871,New Jersey,Middlesex,8.5,Mar 30,1123,12,0,0
872,New Jersey,Middlesex,4.7,Mar 31,1277,0,0,0
873,New Jersey,Middlesex,4.3,Apr 1,1493,27,0,0
874,New Jersey,Middlesex,3.2,Apr 2,1766,48,0,0
875,New Jersey,Middlesex,2.5,Apr 3,2125,56,0,0
876,New Jersey,Middlesex,4.5,Apr 4,2578,76,0,0
877,New Jersey,Middlesex,10.3,Apr 5,2950,80,0,0
878,New Jersey,Middlesex,5.6,Apr 6,3263,87,0,0
879,New Jersey,Middlesex,7.1,Apr 7,3717,100,0,0
880,New Jersey,Middlesex,10.6,Apr 8,4156,139,0,0
881,New Jersey,Middlesex,5.9,Apr 9,4628,152,0,0
882,New Jersey,Union,4.35,Mar 23,189,0,0,0
883,New Jersey,Union,3.2,Mar 24,246,0,0,0
884,New Jersey,Union,6.3,Mar 25,262,0,0,0
885,New Jersey,Union,6.05,Mar 26,432,0,0,0
886,New Jersey,Union,6.65,Mar 27,519,0,0,0
887,New Jersey,Union,7.25,Mar 28,742,0,0,0
888,New Jersey,Union,3.75,Mar 29,896,7,0,0
889,New Jersey,Union,7.95,Mar 30,1213,7,0,0
