"County","State","X","Date","City","State_Code.x","Station","Day","month","day","TAVG","TMAX","TMIN","TOBS","SNOW","PRCP","PM2.5","CO","NO2","Ozone","SO2","total_confirmed_cases","Deaths","Recovered","Active","State_Code.y","fips"
"Adams","Pennsylvania",21,"Apr 4","Fairfield","PA","US1PAAD0008",20200404,"Apr",4,0,0,0,0,0,1,3.5,NA,NA,0.0359999984502792,NA,21,0,0,0,"PA",42001
"Adams","Pennsylvania",22,"Apr 5","Fairfield","PA","US1PAAD0008",20200405,"Apr",5,0,0,0,0,0,0,8.60000038146973,NA,NA,0.0465000011026859,NA,22,0,0,0,"PA",42001
"Adams","Pennsylvania",24,"Apr 7","Fairfield","PA","US1PAAD0008",20200407,"Apr",7,0,0,0,0,0,0,7.90000009536743,NA,NA,0.0445000007748604,NA,28,0,0,0,"PA",42001
"Adams","Pennsylvania",25,"Apr 8","Fairfield","PA","US1PAAD0008",20200408,"Apr",8,0,0,0,0,0,65.6666666666667,5.19999980926514,NA,NA,0.0494999997317791,NA,33,0,0,0,"PA",42001
"Adams","Pennsylvania",26,"Apr 9","Fairfield","PA","US1PAAD0008",20200409,"Apr",9,0,0,0,0,0,43,4.69999980926514,NA,NA,0.0485000014305115,NA,38,1,0,0,"PA",42001
"Adams","Pennsylvania",23,"Apr 6","Fairfield","PA","US1PAAD0008",20200406,"Apr",6,0,0,0,0,0,0,6.09999990463257,NA,NA,0.0489999987185001,NA,25,0,0,0,"PA",42001
"Adams","Pennsylvania",31,"Mar 27","Fairfield","PA","US1PAAD0008",20200327,"Mar",27,0,0,0,0,0,2.66666666666667,7.30000019073486,NA,NA,0.0465000011026859,NA,8,0,0,0,"PA",42001
"Adams","Pennsylvania",32,"Mar 28","Fairfield","PA","US1PAAD0008",20200328,"Mar",28,0,0,0,0,0,105.666666666667,10.8999996185303,NA,NA,0.0370000004768372,NA,8,0,0,0,"PA",42001
"Adams","Pennsylvania",18,"Apr 25","Fairfield","PA","US1PAAD0008",20200425,"Apr",25,0,0,0,0,0,31.3333333333333,6,NA,NA,0.0465000011026859,NA,113,1,0,112,"PA",42001
"Adams","Pennsylvania",19,"Apr 26","Fairfield","PA","US1PAAD0031",20200426,"Apr",26,0,0,0,0,0,99.5,3.40000009536743,NA,NA,0.0384999997913837,NA,117,1,0,116,"PA",42001
"Adams","Pennsylvania",20,"Apr 3","Fairfield","PA","US1PAAD0008",20200403,"Apr",3,0,0,0,0,0,0,3.09999990463257,NA,NA,0.0439999997615814,NA,19,0,0,0,"PA",42001
"Adams","Pennsylvania",6,"Apr 14","Fairfield","PA","US1PAAD0008",20200414,"Apr",14,0,0,0,0,0,116.666666666667,6.80000019073486,NA,NA,0.0430000014603138,NA,63,1,0,62,"PA",42001
"Adams","Pennsylvania",7,"Apr 15","Fairfield","PA","US1PAAD0008",20200415,"Apr",15,0,0,0,0,0,20,8.10000038146973,NA,NA,0.0489999987185001,NA,64,1,0,63,"PA",42001
"Adams","Pennsylvania",8,"Apr 16","Fairfield","PA","US1PAAD0008",20200416,"Apr",16,0,0,0,0,0,0,9,NA,NA,0.046000000089407,NA,67,1,0,66,"PA",42001
"Adams","Pennsylvania",9,"Apr 17","Fairfield","PA","US1PAAD0008",20200417,"Apr",17,0,0,0,0,0,0,12.3999996185303,NA,NA,0.0445000007748604,NA,70,1,0,69,"PA",42001
"Adams","Pennsylvania",27,"Mar 23","Fairfield","PA","US1PAAD0008",20200323,"Mar",23,0,0,0,0,0,14.3333333333333,5.90000009536743,NA,NA,0.034000001847744,NA,6,0,0,0,"PA",42001
"Adams","Pennsylvania",28,"Mar 24","Fairfield","PA","US1PAAD0008",20200324,"Mar",24,0,0,0,0,0,38,7,NA,NA,0.0414999984204769,NA,6,0,0,0,"PA",42001
"Adams","Pennsylvania",29,"Mar 25","Fairfield","PA","US1PAAD0008",20200325,"Mar",25,0,0,0,0,0,12,11.1000003814697,NA,NA,0.0309999994933605,NA,6,0,0,0,"PA",42001
"Adams","Pennsylvania",30,"Mar 26","Fairfield","PA","US1PAAD0008",20200326,"Mar",26,0,0,0,0,0,84.6666666666667,9.10000038146973,NA,NA,0.0410000011324883,NA,7,0,0,0,"PA",42001
"Adams","Pennsylvania",1,"Apr 1","Fairfield","PA","US1PAAD0008",20200401,"Apr",1,0,0,0,0,0,25.3333333333333,7.69999980926514,NA,NA,0.0450000017881393,NA,12,0,0,0,"PA",42001
"Adams","Pennsylvania",2,"Apr 10","Fairfield","PA","US1PAAD0008",20200410,"Apr",10,0,0,0,0,0,14.3333333333333,4.09999990463257,NA,NA,0.0445000007748604,NA,43,1,0,0,"PA",42001
"Adams","Pennsylvania",3,"Apr 11","Fairfield","PA","US1PAAD0008",20200411,"Apr",11,0,0,0,0,0,0,6,NA,NA,0.050500001758337,NA,44,1,0,0,"PA",42001
"Adams","Pennsylvania",4,"Apr 12","Fairfield","PA","US1PAAD0008",20200412,"Apr",12,0,0,0,0,0,0,10.3000001907349,NA,NA,0.045499999076128,NA,48,1,0,47,"PA",42001
"Adams","Pennsylvania",5,"Apr 13","Fairfield","PA","US1PAAD0008",20200413,"Apr",13,0,0,0,0,0,251.666666666667,3,NA,NA,0.0450000017881393,NA,56,1,0,55,"PA",42001
"Adams","Pennsylvania",35,"Mar 31","Fairfield","PA","US1PAAD0008",20200331,"Mar",31,0,0,0,0,0,0,5.69999980926514,NA,NA,0.0324999988079071,NA,9,0,0,0,"PA",42001
"Adams","Pennsylvania",11,"Apr 19","Fairfield","PA","US1PAAD0008",20200419,"Apr",19,0,0,0,0,0,7.66666666666667,7,NA,NA,0.0480000004172325,NA,80,1,0,79,"PA",42001
"Adams","Pennsylvania",12,"Apr 2","Fairfield","PA","US1PAAD0008",20200402,"Apr",2,0,0,0,0,0,1,4.19999980926514,NA,NA,0.0480000004172325,NA,18,0,0,0,"PA",42001
"Adams","Pennsylvania",13,"Apr 20","Fairfield","PA","US1PAAD0008",20200420,"Apr",20,0,0,0,0,0,0,7.69999980926514,NA,NA,0.0450000017881393,NA,85,1,0,84,"PA",42001
"Adams","Pennsylvania",10,"Apr 18","Fairfield","PA","US1PAAD0008",20200418,"Apr",18,0,0,0,0,0,54.3333333333333,8.69999980926514,NA,NA,0.0485000014305115,NA,74,1,0,73,"PA",42001
"Adams","Pennsylvania",15,"Apr 22","Fairfield","PA","US1PAAD0008",20200422,"Apr",22,0,0,0,0,0,16.3333333333333,5.09999990463257,NA,NA,0.0489999987185001,NA,92,2,0,90,"PA",42001
"Adams","Pennsylvania",16,"Apr 23","Fairfield","PA","US1PAAD0008",20200423,"Apr",23,0,0,0,0,0,0,10.5,NA,NA,0.0399999991059303,NA,95,2,0,93,"PA",42001
"Adams","Pennsylvania",17,"Apr 24","Fairfield","PA","US1PAAD0008",20200424,"Apr",24,0,0,0,0,0,142.333333333333,5.30000019073486,NA,NA,0.0370000004768372,NA,110,2,0,108,"PA",42001
"Adams","Pennsylvania",14,"Apr 21","Fairfield","PA","US1PAAD0008",20200421,"Apr",21,0,0,0,0,0,0,7,NA,NA,0.0469999983906746,NA,91,2,0,89,"PA",42001
"Adams","Pennsylvania",34,"Mar 30","Fairfield","PA","US1PAAD0008",20200330,"Mar",30,0,0,0,0,0,2.66666666666667,6.90000009536743,NA,NA,0.045499999076128,NA,8,0,0,0,"PA",42001
"Adams","Pennsylvania",33,"Mar 29","Fairfield","PA","US1PAAD0008",20200329,"Mar",29,0,0,0,0,0,77.3333333333333,9.80000019073486,NA,NA,0.028999999165535,NA,8,0,0,0,"PA",42001
"Addison","Vermont",64,"Mar 25","Hancock","VT","US1VTAD0020",20200325,"Mar",25,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",65,"Mar 26","Hancock","VT","US1VTAD0020",20200326,"Mar",26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",66,"Mar 27","Hancock","VT","US1VTAD0020",20200327,"Mar",27,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",63,"Mar 24","Hancock","VT","US1VTAD0020",20200324,"Mar",24,0,0,0,0,229,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",36,"Apr 1","Hancock","VT","US1VTAD0020",20200401,"Apr",1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",37,"Apr 10","Hancock","VT","US1VTAD0020",20200410,"Apr",10,0,0,0,0,0,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",39,"Apr 12","Hancock","VT","US1VTAD0020",20200412,"Apr",12,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",67,"Mar 28","Hancock","VT","US1VTAD0020",20200328,"Mar",28,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",68,"Mar 29","Hancock","VT","US1VTAD0020",20200329,"Mar",29,0,0,0,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",38,"Apr 11","Hancock","VT","US1VTAD0020",20200411,"Apr",11,0,0,0,0,30,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",70,"Mar 31","Hancock","VT","US1VTAD0020",20200331,"Mar",31,0,0,0,0,8,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",44,"Apr 17","Hancock","VT","US1VTAD0020",20200417,"Apr",17,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",45,"Apr 18","Hancock","VT","US1VTAD0020",20200418,"Apr",18,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",69,"Mar 30","Hancock","VT","US1VTAD0020",20200330,"Mar",30,0,0,0,0,0,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",61,"Apr 9","Hancock","VT","US1VTAD0020",20200409,"Apr",9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",62,"Mar 23","Hancock","VT","US1VTAD0020",20200323,"Mar",23,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",49,"Apr 21","Hancock","VT","US1VTAD0020",20200421,"Apr",21,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",50,"Apr 22","Hancock","VT","US1VTAD0020",20200422,"Apr",22,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",51,"Apr 23","Hancock","VT","US1VTAD0020",20200423,"Apr",23,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",52,"Apr 24","Hancock","VT","US1VTAD0020",20200424,"Apr",24,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",40,"Apr 13","Hancock","VT","US1VTAD0020",20200413,"Apr",13,0,0,0,0,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",41,"Apr 14","Hancock","VT","US1VTAD0020",20200414,"Apr",14,0,0,0,0,0,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",42,"Apr 15","Hancock","VT","US1VTAD0020",20200415,"Apr",15,0,0,0,0,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",43,"Apr 16","Hancock","VT","US1VTAD0020",20200416,"Apr",16,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",57,"Apr 5","Hancock","VT","US1VTAD0020",20200405,"Apr",5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",58,"Apr 6","Hancock","VT","US1VTAD0020",20200406,"Apr",6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",46,"Apr 19","Hancock","VT","US1VTAD0020",20200419,"Apr",19,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",47,"Apr 2","Hancock","VT","US1VTAD0020",20200402,"Apr",2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",48,"Apr 20","Hancock","VT","US1VTAD0020",20200420,"Apr",20,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",53,"Apr 25","Hancock","VT","US1VTAD0020",20200425,"Apr",25,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",54,"Apr 26","Hancock","VT","US1VTAD0020",20200426,"Apr",26,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",55,"Apr 3","Hancock","VT","US1VTAD0020",20200403,"Apr",3,0,0,0,0,0,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",56,"Apr 4","Hancock","VT","US1VTAD0020",20200404,"Apr",4,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",59,"Apr 7","Hancock","VT","US1VTAD0020",20200407,"Apr",7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Addison","Vermont",60,"Apr 8","Hancock","VT","US1VTAD0020",20200408,"Apr",8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VT",50001
"Albany","New York",102,"Mar 28","Albany","NY","US1NYAB0023",20200328,"Mar",28,5.6,10.6,-1.1,0,0,37,8.89999961853027,NA,NA,0.0299999993294477,NA,195,0,0,0,"NY",36001
"Albany","New York",103,"Mar 29","Albany","NY","US1NYAB0023",20200329,"Mar",29,7.6,10.6,6.1,0,0,171.5,5,NA,NA,0.0419999994337559,NA,205,1,0,0,"NY",36001
"Albany","New York",71,"Apr 1","Albany","NY","US1NYAB0023",20200401,"Apr",1,6.3,12.8,0,0,0,0,5.40000009536743,NA,NA,0.0450000017881393,NA,240,1,0,0,"NY",36001
"Albany","New York",72,"Apr 10","Albany","NY","US1NYAB0023",20200410,"Apr",10,5.7,8.9,2.8,0,0,42,2.29999995231628,NA,NA,0.0350000001490116,NA,426,11,0,0,"NY",36001
"Albany","New York",104,"Mar 30","Albany","NY","US1NYAB0023",20200330,"Mar",30,7.1,8.3,3.9,0,0,44.5,1.79999995231628,NA,NA,0.034000001847744,NA,217,1,0,0,"NY",36001
"Albany","New York",105,"Mar 31","Albany","NY","US1NYAB0023",20200331,"Mar",31,6.2,8.9,3.3,0,0,31.5,2.90000009536743,NA,NA,0.0370000004768372,NA,226,1,0,0,"NY",36001
"Albany","New York",100,"Mar 26","Albany","NY","US1NYAB0023",20200326,"Mar",26,5.9,15.6,-2.8,0,0,0,9.10000038146973,NA,NA,0.0439999997615814,NA,171,0,0,0,"NY",36001
"Albany","New York",101,"Mar 27","Albany","NY","US1NYAB0023",20200327,"Mar",27,11.7,15.6,5,0,0,0,4.5,NA,NA,0.0370000004768372,NA,187,0,0,0,"NY",36001
"Albany","New York",75,"Apr 13","Albany","NY","US1NYAB0023",20200413,"Apr",13,14.7,17.8,9.4,0,0,94,3.5,NA,NA,0.0450000017881393,NA,499,14,0,485,"NY",36001
"Albany","New York",76,"Apr 14","Albany","NY","US1NYAB0023",20200414,"Apr",14,9.5,11.1,4.4,0,0,63.5,4,NA,NA,0.0439999997615814,NA,535,16,0,519,"NY",36001
"Albany","New York",77,"Apr 15","Albany","NY","US1NYAB0023",20200415,"Apr",15,5.9,8.9,0.6,0,0,0,6.40000009536743,NA,NA,0.0430000014603138,NA,548,20,0,528,"NY",36001
"Albany","New York",78,"Apr 16","Albany","NY","US1NYAB0023",20200416,"Apr",16,3.7,7.2,0.6,0,8,4,5,NA,NA,0.0390000008046627,NA,581,20,0,561,"NY",36001
"Albany","New York",79,"Apr 17","Albany","NY","US1NYAB0023",20200417,"Apr",17,3.9,10,-2.8,0,8,19,7.5,NA,NA,0.0450000017881393,NA,619,20,0,599,"NY",36001
"Albany","New York",80,"Apr 18","Albany","NY","US1NYAB0023",20200418,"Apr",18,4.1,9.4,1.1,0,13,48,8.10000038146973,NA,NA,0.0430000014603138,NA,648,20,0,628,"NY",36001
"Albany","New York",81,"Apr 19","Albany","NY","US1NYAB0023",20200419,"Apr",19,8.4,19.4,-2.2,0,0,6.5,9,NA,NA,0.0500000007450581,NA,682,20,0,662,"NY",36001
"Albany","New York",82,"Apr 2","Albany","NY","US1NYAB0023",20200402,"Apr",2,7.5,13.9,3.3,0,0,2.5,3.59999990463257,NA,NA,0.0379999987781048,NA,253,2,0,0,"NY",36001
"Albany","New York",83,"Apr 20","Albany","NY","US1NYAB0023",20200420,"Apr",20,8.7,12.2,2.2,0,0,0,4.69999980926514,NA,NA,0.0439999997615814,NA,687,22,0,665,"NY",36001
"Albany","New York",84,"Apr 21","Albany","NY","US1NYAB0023",20200421,"Apr",21,5.6,11.1,-0.6,0,0,19,7.19999980926514,NA,NA,0.0399999991059303,NA,704,23,0,681,"NY",36001
"Albany","New York",85,"Apr 22","Albany","NY","US1NYAB0023",20200422,"Apr",22,2.8,7.8,-1.1,0,3,16.5,4.59999990463257,NA,NA,0.046000000089407,NA,737,23,0,714,"NY",36001
"Albany","New York",73,"Apr 11","Albany","NY","US1NYAB0023",20200411,"Apr",11,5.6,10,0,0,0,0,3.79999995231628,NA,NA,0.0439999997615814,NA,446,12,0,0,"NY",36001
"Albany","New York",74,"Apr 12","Albany","NY","US1NYAB0023",20200412,"Apr",12,7.5,17.8,-1.7,0,0,0,7.80000019073486,NA,NA,0.0469999983906746,NA,478,12,0,466,"NY",36001
"Albany","New York",88,"Apr 25","Albany","NY","US1NYAB0023",20200425,"Apr",25,10.9,19.4,5,0,0,7.5,10.3999996185303,NA,NA,0.0509999990463257,NA,899,31,0,868,"NY",36001
"Albany","New York",89,"Apr 26","Albany","NY","US1NYAB0023",20200426,"Apr",26,13.2,13.9,2.8,0,0,78.5,4.59999990463257,NA,NA,0.0419999994337559,NA,948,32,0,916,"NY",36001
"Albany","New York",90,"Apr 3","Albany","NY","US1NYAB0023",20200403,"Apr",3,7.6,10.6,5.6,0,0,40.5,3.09999990463257,NA,NA,0.034000001847744,NA,267,2,0,0,"NY",36001
"Albany","New York",91,"Apr 4","Albany","NY","US1NYAB0023",20200404,"Apr",4,11.5,17.2,7.8,0,0,18,4.19999980926514,NA,NA,0.0410000011324883,NA,293,6,0,0,"NY",36001
"Albany","New York",92,"Apr 5","Albany","NY","US1NYAB0023",20200405,"Apr",5,12.8,16.7,8.3,0,0,0,5.19999980926514,NA,NA,0.0370000004768372,NA,305,8,0,0,"NY",36001
"Albany","New York",93,"Apr 6","Albany","NY","US1NYAB0023",20200406,"Apr",6,10.6,16.7,3.9,0,0,0,3.79999995231628,NA,NA,0.0419999994337559,NA,319,8,0,0,"NY",36001
"Albany","New York",94,"Apr 7","Albany","NY","US1NYAB0023",20200407,"Apr",7,12.3,18.3,5.6,0,0,5,4.90000009536743,NA,NA,0.0500000007450581,NA,333,8,0,0,"NY",36001
"Albany","New York",95,"Apr 8","Albany","NY","US1NYAB0023",20200408,"Apr",8,11.1,15.6,5.6,0,0,39.5,5.09999990463257,NA,NA,0.0430000014603138,NA,342,9,0,0,"NY",36001
"Albany","New York",96,"Apr 9","Albany","NY","US1NYAB0023",20200409,"Apr",9,8.6,10.6,4.4,0,0,45.5,6.5,NA,NA,0.0419999994337559,NA,379,11,0,0,"NY",36001
"Albany","New York",97,"Mar 23","Albany","NY","US1NYAB0023",20200323,"Mar",23,1.4,2.8,0,0,155,80,5.40000009536743,NA,NA,0.0370000004768372,NA,127,0,0,0,"NY",36001
"Albany","New York",98,"Mar 24","Albany","NY","US1NYAB0023",20200324,"Mar",24,2.4,6.1,0.6,0,122,90,7.19999980926514,NA,NA,0.0350000001490116,NA,146,0,0,0,"NY",36001
"Albany","New York",86,"Apr 23","Albany","NY","US1NYAB0023",20200423,"Apr",23,4.6,13.3,-2.2,0,3,1.5,6.30000019073486,NA,NA,0.046000000089407,NA,758,30,0,728,"NY",36001
"Albany","New York",87,"Apr 24","Albany","NY","US1NYAB0023",20200424,"Apr",24,7.7,12.2,4.4,0,0,11.5,8.19999980926514,NA,NA,0.0379999987781048,NA,805,31,0,774,"NY",36001
"Albany","New York",99,"Mar 25","Albany","NY","US1NYAB0023",20200325,"Mar",25,3.3,8.3,-2.2,0,0,0,10.6999998092651,NA,NA,0.0379999987781048,NA,152,0,0,0,"NY",36001
"Allegheny","Pennsylvania",143,"Apr 12",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,12.1300001144409,NA,NA,0.0496999993920326,NA,857,19,0,838,"PA",42003
"Allegheny","Pennsylvania",144,"Apr 13",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.30000019073486,NA,NA,0.0359999984502792,NA,876,21,0,855,"PA",42003
"Allegheny","Pennsylvania",145,"Apr 14",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.86999988555908,NA,NA,0.0439999997615814,NA,893,24,0,869,"PA",42003
"Allegheny","Pennsylvania",147,"Apr 16",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,9.10000038146973,NA,NA,0.0439999997615814,NA,925,38,0,887,"PA",42003
"Allegheny","Pennsylvania",148,"Apr 17",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,12.0699996948242,NA,NA,0.0406999997794628,NA,947,43,0,904,"PA",42003
"Allegheny","Pennsylvania",149,"Apr 18",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.96999979019165,NA,NA,0.0483000017702579,NA,1009,47,0,962,"PA",42003
"Allegheny","Pennsylvania",146,"Apr 15",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.73000001907349,NA,NA,0.0472999997437,NA,904,26,0,878,"PA",42003
"Allegheny","Pennsylvania",151,"Apr 2",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.26999998092651,NA,NA,0.0463000014424324,NA,419,2,0,0,"PA",42003
"Allegheny","Pennsylvania",152,"Apr 20",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7,NA,NA,0.0509999990463257,NA,1042,55,0,987,"PA",42003
"Allegheny","Pennsylvania",153,"Apr 21",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.73000001907349,NA,NA,0.0447000004351139,NA,1059,67,0,992,"PA",42003
"Allegheny","Pennsylvania",150,"Apr 19",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,10.1999998092651,NA,NA,0.0472999997437,NA,1035,50,0,985,"PA",42003
"Allegheny","Pennsylvania",140,"Apr 1",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.42999982833862,NA,NA,0.0450000017881393,NA,356,2,0,0,"PA",42003
"Allegheny","Pennsylvania",141,"Apr 10",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.92999982833862,NA,NA,0.0439999997615814,NA,788,18,0,0,"PA",42003
"Allegheny","Pennsylvania",142,"Apr 11",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.5,NA,NA,0.0476999990642071,NA,836,19,0,0,"PA",42003
"Allegheny","Pennsylvania",157,"Apr 25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,9.56999969482422,NA,NA,0.0480000004172325,NA,1198,73,0,1125,"PA",42003
"Allegheny","Pennsylvania",158,"Apr 26",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.90000009536743,NA,NA,0.0370000004768372,NA,1211,73,0,1138,"PA",42003
"Allegheny","Pennsylvania",159,"Apr 3",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.96999979019165,NA,NA,0.0480000004172325,NA,476,2,0,0,"PA",42003
"Allegheny","Pennsylvania",160,"Apr 4",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,9.52999973297119,NA,NA,0.0427000001072884,NA,552,3,0,0,"PA",42003
"Allegheny","Pennsylvania",161,"Apr 5",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,18.5,NA,NA,0.046000000089407,NA,605,4,0,0,"PA",42003
"Allegheny","Pennsylvania",162,"Apr 6",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,8.19999980926514,NA,NA,0.0489999987185001,NA,642,4,0,0,"PA",42003
"Allegheny","Pennsylvania",163,"Apr 7",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,14.3999996185303,NA,NA,0.0403000004589558,NA,689,6,0,0,"PA",42003
"Allegheny","Pennsylvania",164,"Apr 8",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,6.90000009536743,NA,NA,0.0480000004172325,NA,720,10,0,0,"PA",42003
"Allegheny","Pennsylvania",165,"Apr 9",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.69999980926514,NA,NA,0.046000000089407,NA,759,12,0,0,"PA",42003
"Allegheny","Pennsylvania",166,"Mar 23",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.13000011444092,NA,NA,0.0366999991238117,NA,48,1,0,0,"PA",42003
"Allegheny","Pennsylvania",154,"Apr 22",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.82999992370605,NA,NA,0.0450000017881393,NA,1088,74,0,1014,"PA",42003
"Allegheny","Pennsylvania",155,"Apr 23",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,9.17000007629395,NA,NA,0.0403000004589558,NA,1149,74,0,1075,"PA",42003
"Allegheny","Pennsylvania",156,"Apr 24",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.80000019073486,NA,NA,0.0443000011146069,NA,1177,74,0,1103,"PA",42003
"Allegheny","Pennsylvania",170,"Mar 27",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,11.3999996185303,NA,NA,0.0439999997615814,NA,158,2,0,0,"PA",42003
"Allegheny","Pennsylvania",171,"Mar 28",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,12.8000001907349,NA,NA,0.031700000166893,NA,219,2,0,0,"PA",42003
"Allegheny","Pennsylvania",172,"Mar 29",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.86999988555908,NA,NA,0.0502999983727932,NA,265,2,0,0,"PA",42003
"Allegheny","Pennsylvania",173,"Mar 30",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.29999995231628,NA,NA,0.0439999997615814,NA,290,2,0,0,"PA",42003
"Allegheny","Pennsylvania",174,"Mar 31",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.80000019073486,NA,NA,0.0280000008642673,NA,325,2,0,0,"PA",42003
"Allegheny","Pennsylvania",167,"Mar 24",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,10.0299997329712,NA,NA,0.0346999987959862,NA,58,2,0,0,"PA",42003
"Allegheny","Pennsylvania",168,"Mar 25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7,NA,NA,0.0342999994754791,NA,88,2,0,0,"PA",42003
"Allegheny","Pennsylvania",169,"Mar 26",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,12.1999998092651,NA,NA,0.0502999983727932,NA,133,2,0,0,"PA",42003
