"","County","State","Date","City","State_Code","Station","Day","month","day","TAVG","TMAX","TMIN","TOBS","SNOW","PRCP","PM2.5","CO","NO2","Ozone","SO2","total_confirmed_cases","Deaths","Recovered","Active"
"1185","Dorchester","Maryland","Mar 31",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.5,NA,NA,0.0410000011324883,NA,0,0,0,0
"1186","Erie","New York","Apr 1","Lancaster","NY","US1NYER0159",20200401,"Apr",1,0,0,0,0,0,3,3.90000009536743,NA,NA,0.0469999983906746,NA,582,11,0,0
"1187","Erie","New York","Apr 10","Lancaster","NY","US1NYER0159",20200410,"Apr",10,0,0,0,0,13,46,2.90000009536743,NA,NA,NA,NA,1498,53,0,0
"1188","Erie","New York","Apr 11","Lancaster","NY","US1NYER0159",20200411,"Apr",11,0,0,0,0,0,15,4,NA,NA,0.0430000014603138,NA,1506,53,0,0
"1189","Erie","New York","Apr 12","Lancaster","NY","US1NYER0159",20200412,"Apr",12,0,0,0,0,0,0,6.59999990463257,NA,NA,0.0500000007450581,NA,1571,57,0,1514
"1190","Erie","New York","Apr 13","Lancaster","NY","US1NYER0159",20200413,"Apr",13,0,0,0,0,0,112,2.90000009536743,NA,NA,0.0390000008046627,NA,1661,66,0,1595
"1191","Erie","New York","Apr 14","Lancaster","NY","US1NYER0159",20200414,"Apr",14,0,0,0,0,0,140,3.20000004768372,NA,NA,0.046000000089407,NA,1730,73,0,1657
"1192","Erie","New York","Apr 15","Lancaster","NY","US1NYER0159",20200415,"Apr",15,0,0,0,0,0,3,4.5,NA,NA,0.0419999994337559,NA,1812,101,0,1711
"1193","Erie","New York","Apr 16","Lancaster","NY","US1NYER0159",20200416,"Apr",16,0,0,0,0,33,43,4.30000019073486,NA,NA,0.0390000008046627,NA,1951,107,0,1844
"1194","Erie","New York","Apr 17","Lancaster","NY","US1NYER0159",20200417,"Apr",17,0,0,0,0,5,5,4,NA,NA,0.0439999997615814,NA,2023,107,0,1916
"1195","Erie","New York","Apr 18","Lancaster","NY","US1NYER0159",20200418,"Apr",18,0,0,0,0,8,23,5.69999980926514,NA,NA,0.0489999987185001,NA,2023,115,0,1908
"1196","Erie","New York","Apr 19","Lancaster","NY","US1NYER0159",20200419,"Apr",19,0,0,0,0,0,0,6.59999990463257,NA,NA,0.0450000017881393,NA,2192,135,0,2057
"1197","Erie","New York","Apr 2","Lancaster","NY","US1NYER0159",20200402,"Apr",2,0,0,0,0,0,0,4.80000019073486,NA,NA,0.0469999983906746,NA,617,12,0,0
"1198","Erie","New York","Apr 20","Lancaster","NY","US1NYER0159",20200420,"Apr",20,0,0,0,0,0,102,2.90000009536743,NA,NA,0.046000000089407,NA,2192,135,0,2057
"1199","Erie","New York","Apr 21","Lancaster","NY","US1NYER0159",20200421,"Apr",21,0,0,0,0,0,48,3.70000004768372,NA,NA,0.0430000014603138,NA,2284,162,0,2122
"1200","Erie","New York","Apr 22","Lancaster","NY","US1NYER0159",20200422,"Apr",22,0,0,0,0,25,23,5,NA,NA,0.0439999997615814,NA,2284,162,0,2122
"1201","Erie","New York","Apr 23","Lancaster","NY","US1NYER0159",20200423,"Apr",23,0,0,0,0,0,0,4.69999980926514,NA,NA,0.0370000004768372,NA,2450,188,0,2262
"1202","Erie","New York","Apr 24","Lancaster","NY","US1NYER0159",20200424,"Apr",24,0,0,0,0,0,15,4.90000009536743,NA,NA,0.0410000011324883,NA,2603,198,0,2405
"1203","Erie","New York","Apr 25","Lancaster","NY","US1NYER0159",20200425,"Apr",25,0,0,0,0,0,0,4,NA,NA,0.0480000004172325,NA,2773,198,0,2575
"1204","Erie","New York","Apr 26","Lancaster","NY","US1NYER0159",20200426,"Apr",26,0,0,0,0,0,66,3.79999995231628,NA,NA,0.0410000011324883,NA,2954,207,0,2747
"1205","Erie","New York","Apr 3","Lancaster","NY","US1NYER0159",20200403,"Apr",3,0,0,0,0,0,0,4.59999990463257,NA,NA,0.0359999984502792,NA,734,19,0,0
"1206","Erie","New York","Apr 4","Lancaster","NY","US1NYER0159",20200404,"Apr",4,0,0,0,0,0,64,6,NA,NA,0.0299999993294477,NA,808,22,0,0
"1207","Erie","New York","Apr 5","Lancaster","NY","US1NYER0159",20200405,"Apr",5,0,0,0,0,0,5,6.40000009536743,NA,NA,0.0379999987781048,NA,1059,27,0,0
"1208","Erie","New York","Apr 6","Lancaster","NY","US1NYER0159",20200406,"Apr",6,0,0,0,0,0,3,4,NA,NA,0.0399999991059303,NA,1148,30,0,0
"1209","Erie","New York","Apr 7","Lancaster","NY","US1NYER0159",20200407,"Apr",7,0,0,0,0,0,0,NA,NA,NA,0.0509999990463257,NA,1234,39,0,0
"1210","Erie","New York","Apr 8","Lancaster","NY","US1NYER0159",20200408,"Apr",8,0,0,0,0,0,76,1.60000002384186,NA,NA,0.0379999987781048,NA,1335,45,0,0
"1211","Erie","New York","Apr 9","Lancaster","NY","US1NYER0159",20200409,"Apr",9,0,0,0,0,13,43,1.79999995231628,NA,NA,0.0439999997615814,NA,1432,51,0,0
"1212","Erie","New York","Mar 23",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.09999990463257,NA,NA,0.0309999994933605,NA,87,0,0,0
"1213","Erie","New York","Mar 24",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.69999980926514,NA,NA,0.0410000011324883,NA,114,0,0,0
"1214","Erie","New York","Mar 25","Lancaster","NY","US1NYER0159",20200325,"Mar",25,0,0,0,0,0,0,6.09999990463257,NA,NA,0.0410000011324883,NA,122,1,0,0
"1215","Erie","New York","Mar 26","Lancaster","NY","US1NYER0159",20200326,"Mar",26,0,0,0,0,0,0,6.5,NA,NA,0.046000000089407,NA,206,2,0,0
"1216","Erie","New York","Mar 27","Lancaster","NY","US1NYER0159",20200327,"Mar",27,0,0,0,0,0,8,4,NA,NA,0.0350000001490116,NA,245,5,0,0
"1217","Erie","New York","Mar 28","Lancaster","NY","US1NYER0159",20200328,"Mar",28,0,0,0,0,0,3,3.09999990463257,NA,NA,0.034000001847744,NA,318,6,0,0
"1218","Erie","New York","Mar 29","Lancaster","NY","US1NYER0159",20200329,"Mar",29,0,0,0,0,0,119,3.40000009536743,NA,NA,0.0410000011324883,NA,414,7,0,0
"1219","Erie","New York","Mar 30","Lancaster","NY","US1NYER0159",20200330,"Mar",30,0,0,0,0,0,99,3,NA,NA,0.0390000008046627,NA,443,7,0,0
"1220","Erie","New York","Mar 31","Lancaster","NY","US1NYER0159",20200331,"Mar",31,0,0,0,0,0,69,3.90000009536743,NA,NA,0.0390000008046627,NA,499,8,0,0
"1221","Erie","Pennsylvania","Apr 1","Erie","PA","US1PAER0002",20200401,"Apr",1,5.5,9.4,2.2,0,0,1.5,5.30000019073486,NA,NA,0.0430000014603138,NA,15,0,0,0
"1222","Erie","Pennsylvania","Apr 10","Erie","PA","US1PAER0002",20200410,"Apr",10,3.1,6.1,1.1,0,0,27,2.90000009536743,NA,NA,0.0379999987781048,NA,36,0,0,0
"1223","Erie","Pennsylvania","Apr 11","Erie","PA","US1PAER0002",20200411,"Apr",11,5.1,9.4,2.8,0,0,0,6.59999990463257,NA,NA,0.0390000008046627,NA,39,0,0,0
"1224","Erie","Pennsylvania","Apr 12","Erie","PA","US1PAER0002",20200412,"Apr",12,11.1,18.9,6.7,0,0,1.5,7.90000009536743,NA,NA,0.0430000014603138,NA,39,0,0,39
"1225","Erie","Pennsylvania","Apr 13","Erie","PA","USW00014860",20200413,"Apr",13,15.6,17.2,5,0,0,112,2.90000009536743,NA,NA,0.0359999984502792,NA,39,0,0,39
"1226","Erie","Pennsylvania","Apr 14","Erie","PA","US1PAER0002",20200414,"Apr",14,4.7,6.7,0.6,0,0,NA,5.19999980926514,NA,NA,0.0410000011324883,NA,41,0,0,41
"1227","Erie","Pennsylvania","Apr 15","Erie","PA","US1PAER0002",20200415,"Apr",15,2.2,4.4,0.6,0,25,23,7.5,NA,NA,0.0370000004768372,NA,42,0,0,42
"1228","Erie","Pennsylvania","Apr 16","Erie","PA","US1PAER0002",20200416,"Apr",16,1.3,5,-2.2,0,44,16.5,6.30000019073486,NA,NA,0.0390000008046627,NA,46,0,0,46
"1229","Erie","Pennsylvania","Apr 17","Erie","PA","US1PAER0002",20200417,"Apr",17,2.3,4.4,-1.1,0,0,32,7.80000019073486,NA,NA,0.0359999984502792,NA,48,0,0,48
"1230","Erie","Pennsylvania","Apr 18","Erie","PA","US1PAER0002",20200418,"Apr",18,3.9,9.4,1.7,0,0,34.5,10,NA,NA,0.0419999994337559,NA,58,0,0,58
"1231","Erie","Pennsylvania","Apr 19","Erie","PA","US1PAER0002",20200419,"Apr",19,8.8,15.6,3.9,0,0,2.5,9.30000019073486,NA,NA,0.0399999991059303,NA,58,0,0,58
"1232","Erie","Pennsylvania","Apr 2","Erie","PA","US1PAER0002",20200402,"Apr",2,5.7,10.6,1.1,0,0,0,4.90000009536743,NA,NA,0.0399999991059303,NA,17,0,0,0
"1233","Erie","Pennsylvania","Apr 20","Erie","PA","US1PAER0002",20200420,"Apr",20,4.4,7.8,-1.1,0,0,9,4.5,NA,NA,0.0390000008046627,NA,60,0,0,60
"1234","Erie","Pennsylvania","Apr 21","Erie","PA","US1PAER0002",20200421,"Apr",21,5.8,11.7,1.7,0,0,51,4.09999990463257,NA,NA,0.0359999984502792,NA,60,0,0,60
"1235","Erie","Pennsylvania","Apr 22","Erie","PA","USW00014860",20200422,"Apr",22,2.2,5,0,0,3,10,5.09999990463257,NA,NA,0.0379999987781048,NA,62,0,0,62
"1236","Erie","Pennsylvania","Apr 23","Erie","PA","US1PAER0002",20200423,"Apr",23,4.8,11.7,1.1,0,3,44.5,8.39999961853027,NA,NA,0.0309999994933605,NA,68,0,0,68
"1237","Erie","Pennsylvania","Apr 24","Erie","PA","US1PAER0002",20200424,"Apr",24,6.2,9.4,2.2,0,0,11.5,10.8999996185303,NA,NA,0.0370000004768372,NA,72,0,0,72
"1238","Erie","Pennsylvania","Apr 25","Erie","PA","US1PAER0002",20200425,"Apr",25,6.6,13.9,0,0,0,0,8.10000038146973,NA,NA,0.0419999994337559,NA,79,0,0,79
"1239","Erie","Pennsylvania","Apr 26","Erie","PA","US1PAER0002",20200426,"Apr",26,7.9,9.4,5,0,0,51,5.40000009536743,NA,NA,0.0359999984502792,NA,77,0,0,77
"1240","Erie","Pennsylvania","Apr 3","Erie","PA","US1PAER0002",20200403,"Apr",3,6.2,9.4,3.3,0,0,0,4.90000009536743,NA,NA,0.0350000001490116,NA,17,0,0,0
"1241","Erie","Pennsylvania","Apr 4","Erie","PA","US1PAER0002",20200404,"Apr",4,8.4,12.2,5.6,0,0,0,8.39999961853027,NA,NA,0.0350000001490116,NA,19,0,0,0
"1242","Erie","Pennsylvania","Apr 5","Erie","PA","US1PAER0002",20200405,"Apr",5,7.7,10.6,1.7,0,0,0,6.19999980926514,NA,NA,0.0299999993294477,NA,19,0,0,0
"1243","Erie","Pennsylvania","Apr 6","Erie","PA","US1PAER0002",20200406,"Apr",6,4.7,11.7,0,0,0,0,7.30000019073486,NA,NA,0.0329999998211861,NA,27,0,0,0
"1244","Erie","Pennsylvania","Apr 7","Erie","PA","US1PAER0002",20200407,"Apr",7,10.4,16.7,3.9,0,0,32,7.19999980926514,NA,NA,0.0359999984502792,NA,29,0,0,0
"1245","Erie","Pennsylvania","Apr 8","Erie","PA","US1PAER0002",20200408,"Apr",8,11.4,13.9,8.3,0,0,43.5,10,NA,NA,0.034000001847744,NA,29,0,0,0
"1246","Erie","Pennsylvania","Apr 9","Erie","PA","US1PAER0002",20200409,"Apr",9,7.6,12.2,1.7,0,0,45.5,5.80000019073486,NA,NA,0.0410000011324883,NA,32,0,0,0
"1247","Erie","Pennsylvania","Mar 23","Erie","PA","USW00014860",20200323,"Mar",23,4.7,6.7,2.2,0,0,43,6.30000019073486,NA,NA,0.0309999994933605,NA,3,0,0,0
"1248","Erie","Pennsylvania","Mar 24","Erie","PA","US1PAER0002",20200324,"Mar",24,3.1,4.4,2.2,0,0,NA,10.1000003814697,NA,NA,0.034000001847744,NA,5,0,0,0
"1249","Erie","Pennsylvania","Mar 25","Erie","PA","US1PAER0002",20200325,"Mar",25,5.9,11.7,2.8,0,0,0,8.19999980926514,NA,NA,0.0359999984502792,NA,5,0,0,0
"1250","Erie","Pennsylvania","Mar 26","Erie","PA","US1PAER0002",20200326,"Mar",26,10.2,18.3,6.7,0,0,16.5,9.30000019073486,NA,NA,0.0390000008046627,NA,5,0,0,0
"1251","Erie","Pennsylvania","Mar 27","Erie","PA","US1PAER0002",20200327,"Mar",27,6.4,8.3,3.9,0,0,23,7.69999980926514,NA,NA,0.034000001847744,NA,7,0,0,0
"1252","Erie","Pennsylvania","Mar 28","Erie","PA","US1PAER0002",20200328,"Mar",28,8.7,12.8,6.1,0,0,123,6.09999990463257,NA,NA,0.0260000005364418,NA,7,0,0,0
"1253","Erie","Pennsylvania","Mar 29","Erie","PA","US1PAER0002",20200329,"Mar",29,13.3,24.4,6.7,0,0,180.5,4.09999990463257,NA,NA,0.0350000001490116,NA,7,0,0,0
"1254","Erie","Pennsylvania","Mar 30","Erie","PA","US1PAER0002",20200330,"Mar",30,8.2,11.1,4.4,0,0,28,2.40000009536743,NA,NA,0.034000001847744,NA,13,0,0,0
"1255","Erie","Pennsylvania","Mar 31","Erie","PA","US1PAER0002",20200331,"Mar",31,4.7,6.7,3.3,0,0,22,4.80000019073486,NA,NA,0.0299999993294477,NA,14,0,0,0
"1256","Essex","Massachusetts","Apr 1",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3,NA,NA,0.0395000018179417,NA,885,17,0,0
"1257","Essex","Massachusetts","Apr 10",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0.400000005960464,NA,NA,0.0359999984502792,NA,2670,50,0,0
"1258","Essex","Massachusetts","Apr 11",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0.899999976158142,NA,NA,0.0410000011324883,NA,2896,91,0,0
"1259","Essex","Massachusetts","Apr 12",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.40000009536743,NA,NA,0.0489999987185001,NA,3170,101,0,3069
"1260","Essex","Massachusetts","Apr 13",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,6.15000009536743,NA,NA,0.0450000017881393,NA,3413,101,0,3312
"1261","Essex","Massachusetts","Apr 14",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1.60000002384186,NA,NA,0.0469999983906746,NA,3594,101,0,3493
"1262","Essex","Massachusetts","Apr 15",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1.60000002384186,NA,NA,0.046000000089407,NA,3894,140,0,3754
"1263","Essex","Massachusetts","Apr 16",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.25,NA,NA,0.0425000004470348,NA,4245,140,0,4105
"1264","Essex","Massachusetts","Apr 17",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.65000009536743,NA,NA,0.0465000011026859,NA,4584,159,0,4425
"1265","Essex","Massachusetts","Apr 18",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.79999995231628,NA,NA,0.0439999997615814,NA,4914,178,0,4736
"1266","Essex","Massachusetts","Apr 19",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,6.5,NA,NA,0.0544999986886978,NA,5153,209,0,4944
"1267","Essex","Massachusetts","Apr 2",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.70000004768372,NA,NA,0.0350000001490116,NA,1039,18,0,0
"1268","Essex","Massachusetts","Apr 20",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.20000004768372,NA,NA,0.0410000011324883,NA,5153,209,0,4944
"1269","Essex","Massachusetts","Apr 21",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.09999990463257,NA,NA,0.0450000017881393,NA,5521,245,0,5276
"1270","Essex","Massachusetts","Apr 22",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1.25,NA,NA,0.0434999987483025,NA,5783,245,0,5538
"1271","Essex","Massachusetts","Apr 23",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.45000004768372,NA,NA,0.0485000014305115,NA,6219,245,0,5974
"1272","Essex","Massachusetts","Apr 24",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.15000009536743,NA,NA,0.0450000017881393,NA,6841,245,0,6596
"1273","Essex","Massachusetts","Apr 25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,8.60000038146973,NA,NA,0.0485000014305115,NA,7212,336,0,6876
"1274","Essex","Massachusetts","Apr 26",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.84999990463257,NA,NA,0.0439999997615814,NA,7489,336,0,7153
"1275","Essex","Massachusetts","Apr 3",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.30000019073486,NA,NA,0.0390000008046627,NA,1238,23,0,0
"1276","Essex","Massachusetts","Apr 4",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.25,NA,NA,0.0370000004768372,NA,1400,25,0,0
"1277","Essex","Massachusetts","Apr 5",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.19999980926514,NA,NA,0.0344999991357327,NA,1506,27,0,0
"1278","Essex","Massachusetts","Apr 6",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.65000009536743,NA,NA,0.0434999987483025,NA,1653,29,0,0
"1279","Essex","Massachusetts","Apr 7",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1.70000004768372,NA,NA,0.045499999076128,NA,1841,35,0,0
"1280","Essex","Massachusetts","Apr 8",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.19999980926514,NA,NA,0.0395000018179417,NA,2103,50,0,0
"1281","Essex","Massachusetts","Apr 9",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3,NA,NA,0.0425000004470348,NA,2336,50,0,0
"1282","Essex","Massachusetts","Mar 23",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.5,NA,NA,0.0395000018179417,NA,73,0,0,0
"1283","Essex","Massachusetts","Mar 24",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.95000004768372,NA,NA,0.0414999984204769,NA,118,0,0,0
"1284","Essex","Massachusetts","Mar 25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.84999990463257,NA,NA,0.0410000011324883,NA,177,0,0,0
"1285","Essex","Massachusetts","Mar 26",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.84999990463257,NA,NA,0.0445000007748604,NA,247,2,0,0
"1286","Essex","Massachusetts","Mar 27",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.25,NA,NA,0.0439999997615814,NA,350,2,0,0
"1287","Essex","Massachusetts","Mar 28",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.84999990463257,NA,NA,0.0414999984204769,NA,472,3,0,0
"1288","Essex","Massachusetts","Mar 29",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.30000019073486,NA,NA,0.0445000007748604,NA,570,4,0,0
"1289","Essex","Massachusetts","Mar 30",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.40000009536743,NA,NA,0.0439999997615814,NA,653,6,0,0
"1290","Essex","Massachusetts","Mar 31",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.95000004768372,NA,NA,0.0430000014603138,NA,784,12,0,0
"1291","Essex","New Jersey","Apr 1",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,6.5,NA,NA,0.0419999994337559,NA,2262,69,0,0
"1292","Essex","New Jersey","Apr 10","Fairfield","NJ","US1NJCD0008",20200410,"Apr",10,0,0,0,0,0,3,2.59999990463257,NA,NA,0.0370000004768372,NA,6580,352,0,0
"1293","Essex","New Jersey","Apr 11","Fairfield","NJ","US1NJCD0008",20200411,"Apr",11,0,0,0,0,0,0,4.09999990463257,NA,NA,0.0450000017881393,NA,7007,412,0,0
"1294","Essex","New Jersey","Apr 12","Fairfield","NJ","US1NJCD0008",20200412,"Apr",12,0,0,0,0,0,0,10.1000003814697,NA,NA,0.0439999997615814,NA,7410,428,0,6982
"1295","Essex","New Jersey","Apr 13",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0.0379999987781048,NA,7634,433,0,7201
"1296","Essex","New Jersey","Apr 14","Fairfield","NJ","US1NJCD0008",20200414,"Apr",14,0,0,0,0,0,NA,NA,NA,NA,0.0439999997615814,NA,8212,535,0,7677
"1297","Essex","New Jersey","Apr 15","Fairfield","NJ","US1NJCD0008",20200415,"Apr",15,0,0,0,0,0,46,4,NA,NA,0.046000000089407,NA,8579,590,0,7989
"1298","Essex","New Jersey","Apr 16","Fairfield","NJ","US1NJCD0008",20200416,"Apr",16,0,0,0,0,0,0,3.29999995231628,NA,NA,0.0419999994337559,NA,9084,642,0,8442
"1299","Essex","New Jersey","Apr 17","Fairfield","NJ","US1NJCD0008",20200417,"Apr",17,0,0,0,0,0,0,8.39999961853027,NA,NA,0.0439999997615814,NA,9672,684,0,8988
"1300","Essex","New Jersey","Apr 18",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,9.89999961853027,NA,NA,0.0370000004768372,NA,9901,732,0,9169
"1301","Essex","New Jersey","Apr 19","Fairfield","NJ","US1NJCD0008",20200419,"Apr",19,0,0,0,0,0,NA,NA,NA,NA,0.0500000007450581,NA,10304,740,0,9564
"1302","Essex","New Jersey","Apr 2",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.70000004768372,NA,NA,0.0419999994337559,NA,2617,99,0,0
"1303","Essex","New Jersey","Apr 20","Fairfield","NJ","US1NJCD0008",20200420,"Apr",20,0,0,0,0,0,0,NA,NA,NA,0.0390000008046627,NA,10729,751,0,9978
"1304","Essex","New Jersey","Apr 21",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,0.0399999991059303,NA,11128,751,0,10377
"1305","Essex","New Jersey","Apr 22","Fairfield","NJ","US1NJCD0008",20200422,"Apr",22,0,0,0,0,0,NA,NA,NA,NA,0.0399999991059303,NA,11387,888,0,10499
"1306","Essex","New Jersey","Apr 23","Fairfield","NJ","US1NJCD0008",20200423,"Apr",23,0,0,0,0,0,0,NA,NA,NA,0.0320000015199184,NA,11811,932,0,10879
"1307","Essex","New Jersey","Apr 24",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,8.19999980926514,NA,NA,0.028999999165535,NA,12110,975,0,11135
"1308","Essex","New Jersey","Apr 25","Fairfield","NJ","US1NJCD0008",20200425,"Apr",25,0,0,0,0,0,NA,10.5,NA,NA,0.0430000014603138,NA,12520,1019,0,11501
"1309","Essex","New Jersey","Apr 26",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.90000009536743,NA,NA,0.0379999987781048,NA,12863,1023,0,11840
"1310","Essex","New Jersey","Apr 3",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.40000009536743,NA,NA,0.0320000015199184,NA,3067,118,0,0
"1311","Essex","New Jersey","Apr 4",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.5,NA,NA,0.0370000004768372,NA,3584,155,0,0
"1312","Essex","New Jersey","Apr 5",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,10.8000001907349,NA,NA,0.0209999997168779,NA,4082,172,0,0
"1313","Essex","New Jersey","Apr 6",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,8.5,NA,NA,0.0419999994337559,NA,4493,186,0,0
"1314","Essex","New Jersey","Apr 7","Fairfield","NJ","US1NJCD0008",20200407,"Apr",7,0,0,0,0,0,0,5,NA,NA,0.0450000017881393,NA,5078,232,0,0
"1315","Essex","New Jersey","Apr 8","Fairfield","NJ","US1NJCD0008",20200408,"Apr",8,0,0,0,0,0,36,9.10000038146973,NA,NA,0.0399999991059303,NA,5598,276,0,0
"1316","Essex","New Jersey","Apr 9","Fairfield","NJ","US1NJCD0008",20200409,"Apr",9,0,0,0,0,0,36,4.80000019073486,NA,NA,0.0439999997615814,NA,6069,321,0,0
"1317","Essex","New Jersey","Mar 23",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1.60000002384186,NA,NA,0.0299999993294477,NA,273,4,0,0
"1318","Essex","New Jersey","Mar 24","Fairfield","NJ","US1NJCD0008",20200324,"Mar",24,0,0,0,0,0,NA,4,NA,NA,0.0379999987781048,NA,342,4,0,0
"1319","Essex","New Jersey","Mar 25",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.09999990463257,NA,NA,0.0329999998211861,NA,381,4,0,0
"1320","Essex","New Jersey","Mar 26",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,7.5,NA,NA,0.0359999984502792,NA,609,4,0,0
"1321","Essex","New Jersey","Mar 27","Fairfield","NJ","US1NJCD0008",20200327,"Mar",27,0,0,0,0,0,NA,6.40000009536743,NA,NA,0.0439999997615814,NA,826,4,0,0
"1322","Essex","New Jersey","Mar 28",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.69999980926514,NA,NA,0.0379999987781048,NA,1086,7,0,0
"1323","Essex","New Jersey","Mar 29","Fairfield","NJ","US1NJCD0008",20200329,"Mar",29,0,0,0,0,0,NA,2.90000009536743,NA,NA,0.0379999987781048,NA,1227,13,0,0
"1324","Essex","New Jersey","Mar 30",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,10.3000001907349,NA,NA,0.0240000002086163,NA,1564,13,0,0
"1325","Essex","New Jersey","Mar 31",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.90000009536743,NA,NA,0.0329999998211861,NA,1900,4,0,0
"1326","Essex","New York","Apr 1",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.20000004768372,NA,NA,0.0439999997615814,NA,6,0,0,0
"1327","Essex","New York","Apr 10",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.40000009536743,NA,NA,0.0355000011622906,NA,10,0,0,0
"1328","Essex","New York","Apr 11",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3,NA,NA,0.0414999984204769,NA,12,0,0,0
"1329","Essex","New York","Apr 12",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,5.80000019073486,NA,NA,0.0489999987185001,NA,12,0,0,12
"1330","Essex","New York","Apr 13",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.09999990463257,NA,NA,0.0469999983906746,NA,12,0,0,12
"1331","Essex","New York","Apr 14",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.20000004768372,NA,NA,0.0450000017881393,NA,12,0,0,12
"1332","Essex","New York","Apr 15",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.20000004768372,NA,NA,0.0434999987483025,NA,12,0,0,12
"1333","Essex","New York","Apr 16",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,2.20000004768372,NA,NA,0.0384999997913837,NA,12,0,0,12
"1334","Essex","New York","Apr 17",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,3.59999990463257,NA,NA,0.045499999076128,NA,15,0,0,15
"1335","Essex","New York","Apr 18",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,4.69999980926514,NA,NA,0.0494999997317791,NA,16,0,0,16
"1336","Essex","New York","Apr 19",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,6.09999990463257,NA,NA,0.0480000004172325,NA,18,0,0,18
"1337","Essex","New York","Apr 2",NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,1.5,NA,NA,0.0375000014901161,NA,7,0,0,0
