"Date","Source","Site ID","POC","Daily Max 8-hour CO Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/11/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/12/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/13/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/14/2020","AQS","240270006","1","0.2","ppm","2","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/15/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/16/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/17/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/18/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/19/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/20/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/21/2020","AQS","240270006","1","0.2","ppm","2","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/22/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/23/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/24/2020","AQS","240270006","1","0.5","ppm","6","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/25/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/26/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/27/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/28/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"02/29/2020","AQS","240270006","1","0.2","ppm","2","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/01/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/02/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/03/2020","AQS","240270006","1","0.5","ppm","6","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/04/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/05/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/06/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/07/2020","AQS","240270006","1","0.2","ppm","2","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/08/2020","AQS","240270006","1","0.2","ppm","2","Howard County Near Road","3","13.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/11/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","10","42.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/12/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/13/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/14/2020","AQS","240270006","1","0.2","ppm","2","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/15/2020","AQS","240270006","1","0.2","ppm","2","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/16/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/17/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/18/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/19/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/20/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/21/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/22/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/23/2020","AQS","240270006","1","0.2","ppm","2","Howard County Near Road","12","50.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/24/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","4","17.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/25/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/26/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/27/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","18","75.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/28/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/29/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/30/2020","AQS","240270006","1","0.4","ppm","5","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
"03/31/2020","AQS","240270006","1","0.3","ppm","3","Howard County Near Road","24","100.0000","42101","Carbon monoxide","12580","Baltimore-Columbia-Towson, MD","24","Maryland","027","Howard","39.14313","-76.84611"
